transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,,
1054,10-01-2022,09:24:00,49,Female,38,Electronics,3,500,140,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1054','44571', 0.391666666666667,49,'Female',38,'Electronics',3,500,140,1500),"
1068,14-09-2022,10:11:00,136,Male,25,Electronics,1,300,111,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1068','44818', 0.424305555555556,136,'Male',25,'Electronics',1,300,111,300),"
1192,29-03-2022,08:41:00,37,Male,62,Beauty,2,50,20.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1192','44649', 0.361805555555556,37,'Male',62,'Beauty',2,50,20.5,100),"
331,16-08-2022,08:33:00,28,Male,28,Electronics,3,30,10.2,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('331','44789', 0.35625,28,'Male',28,'Electronics',3,30,10.2,90),"
346,05-09-2022,06:54:00,38,Male,59,Clothing,2,500,215,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('346','44809', 0.2875,38,'Male',59,'Clothing',2,500,215,1000),"
657,29-01-2022,08:53:00,46,Male,40,Clothing,1,25,8,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('657','44590', 0.370138888888889,46,'Male',40,'Clothing',1,25,8,25),"
732,13-10-2022,08:45:00,136,Male,61,Electronics,2,500,250,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('732','44847', 0.364583333333333,136,'Male',61,'Electronics',2,500,250,1000),"
972,16-08-2022,11:42:00,139,Male,49,Beauty,4,25,6.75,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('972','44789', 0.4875,139,'Male',49,'Beauty',4,25,6.75,100),"
1331,15-05-2022,09:29:00,36,Male,28,Electronics,3,30,13.8,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1331','44696', 0.395138888888889,36,'Male',28,'Electronics',3,30,13.8,90),"
1346,10-04-2022,10:01:00,112,Male,59,Clothing,2,500,130,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1346','44661', 0.417361111111111,112,'Male',59,'Clothing',2,500,130,1000),"
1657,09-08-2022,10:05:00,61,Male,40,Clothing,1,25,8,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1657','44782', 0.420138888888889,61,'Male',40,'Clothing',1,25,8,25),"
1732,25-02-2022,07:05:00,55,Male,61,Electronics,2,500,215,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1732','44617', 0.295138888888889,55,'Male',61,'Electronics',2,500,215,1000),"
1972,21-12-2022,06:39:00,5,Male,49,Beauty,4,25,9.25,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1972','44916', 0.277083333333333,5,'Male',49,'Beauty',4,25,9.25,100),"
714,29-10-2022,08:50:00,20,Female,18,Clothing,1,500,190,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('714','44863', 0.368055555555556,20,'Female',18,'Clothing',1,500,190,500),"
1714,23-11-2022,06:07:00,111,Female,18,Clothing,1,500,245,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1714','44888', 0.254861111111111,111,'Female',18,'Clothing',1,500,245,500),"
193,27-03-2022,10:40:00,55,Male,35,Beauty,3,500,180,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('193','44647', 0.444444444444444,55,'Male',35,'Beauty',3,500,180,1500),"
577,21-04-2022,11:55:00,45,Male,21,Beauty,4,500,215,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('577','44672', 0.496527777777778,45,'Male',21,'Beauty',4,500,215,2000),"
848,24-01-2022,10:46:00,15,Female,63,Clothing,3,25,9.75,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('848','44585', 0.448611111111111,15,'Female',63,'Clothing',3,25,9.75,75),"
945,01-10-2022,10:01:00,120,Male,30,Beauty,1,25,13.25,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('945','44835', 0.417361111111111,120,'Male',30,'Beauty',1,25,13.25,25),"
1193,11-05-2022,11:31:00,50,Male,35,Beauty,3,500,145,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1193','44692', 0.479861111111111,50,'Male',35,'Beauty',3,500,145,1500),"
1577,11-09-2022,06:22:00,145,Male,21,Beauty,4,500,160,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1577','44815', 0.265277777777778,145,'Male',21,'Beauty',4,500,160,2000),"
1848,27-12-2022,10:16:00,63,Female,63,Clothing,3,25,12.5,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1848','44922', 0.427777777777778,63,'Female',63,'Clothing',3,25,12.5,75),"
1945,19-04-2022,09:55:00,33,Male,30,Beauty,1,25,10.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1945','44670', 0.413194444444444,33,'Male',30,'Beauty',1,25,10.75,25),"
11,27-02-2022,10:30:00,151,Male,23,Clothing,2,50,23.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('11','44619', 0.4375,151,'Male',23,'Clothing',2,50,23.5,100),"
821,23-11-2022,11:27:00,40,Male,49,Electronics,1,300,129,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('821','44888', 0.477083333333333,40,'Male',49,'Electronics',1,300,129,300),"
1011,01-04-2022,06:48:00,15,Male,23,Clothing,2,50,19,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1011','44652', 0.283333333333333,15,'Male',23,'Clothing',2,50,19,100),"
1821,03-10-2022,07:17:00,42,Male,49,Electronics,1,300,108,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1821','44837', 0.303472222222222,42,'Male',49,'Electronics',1,300,108,300),"
133,23-06-2022,09:01:00,70,Male,20,Electronics,3,300,87,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('133','44735', 0.375694444444444,70,'Male',20,'Electronics',3,300,87,900),"
1133,05-03-2022,06:42:00,58,Male,20,Electronics,3,300,159,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1133','44625', 0.279166666666667,58,'Male',20,'Electronics',3,300,159,900),"
16,25-06-2022,10:33:00,82,Male,19,Clothing,3,500,180,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('16','44737', 0.439583333333333,82,'Male',19,'Clothing',3,500,180,1500),"
42,08-12-2022,08:29:00,63,Male,22,Clothing,3,300,147,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('42','44903', 0.353472222222222,63,'Male',22,'Clothing',3,300,147,900),"
292,10-10-2022,06:33:00,111,Male,20,Beauty,4,300,141,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('292','44844', 0.272916666666667,111,'Male',20,'Beauty',4,300,141,1200),"
416,21-08-2022,09:29:00,55,Male,53,Electronics,4,500,245,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('416','44794', 0.395138888888889,55,'Male',53,'Electronics',4,500,245,2000),"
584,31-12-2022,10:21:00,106,Female,27,Beauty,4,50,16.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('584','44926', 0.43125,106,'Female',27,'Beauty',4,50,16.5,200),"
861,30-09-2022,08:57:00,22,Female,41,Clothing,3,30,9.6,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('861','44834', 0.372916666666667,22,'Female',41,'Clothing',3,30,9.6,90),"
1016,12-12-2022,07:39:00,52,Male,19,Clothing,3,500,200,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1016','44907', 0.31875,52,'Male',19,'Clothing',3,500,200,1500),"
1042,11-02-2022,06:21:00,7,Male,22,Clothing,3,300,150,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1042','44603', 0.264583333333333,7,'Male',22,'Clothing',3,300,150,900),"
1292,15-05-2022,08:20:00,88,Male,20,Beauty,4,300,90,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1292','44696', 0.347222222222222,88,'Male',20,'Beauty',4,300,90,1200),"
1416,29-12-2022,10:47:00,111,Male,53,Electronics,4,500,125,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1416','44924', 0.449305555555556,111,'Male',53,'Electronics',4,500,125,2000),"
1584,03-09-2022,11:07:00,62,Female,27,Beauty,4,50,16.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1584','44807', 0.463194444444444,62,'Female',27,'Beauty',4,50,16.5,200),"
1861,04-07-2022,10:41:00,145,Female,41,Clothing,3,30,10.2,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1861','44746', 0.445138888888889,145,'Female',41,'Clothing',3,30,10.2,90),"
256,09-01-2022,08:05:00,3,Male,23,Clothing,2,500,270,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('256','44570', 0.336805555555556,3,'Male',23,'Clothing',2,500,270,1000),"
1256,05-11-2022,09:58:00,29,Male,23,Clothing,2,500,190,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1256','44870', 0.415277777777778,29,'Male',23,'Clothing',2,500,190,1000),"
44,03-03-2022,11:07:00,93,Female,22,Clothing,1,25,11.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('44','44623', 0.463194444444444,93,'Female',22,'Clothing',1,25,11.75,25),"
257,10-12-2022,08:49:00,130,Male,19,Beauty,4,500,165,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('257','44905', 0.367361111111111,130,'Male',19,'Beauty',4,500,165,2000),"
1044,20-02-2022,09:08:00,70,Female,22,Clothing,1,25,7.5,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1044','44612', 0.380555555555556,70,'Female',22,'Clothing',1,25,7.5,25),"
1257,10-05-2022,11:55:00,29,Male,19,Beauty,4,500,255,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1257','44691', 0.496527777777778,29,'Male',19,'Beauty',4,500,255,2000),"
268,14-04-2022,08:26:00,93,Female,28,Electronics,1,30,8.7,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('268','44665', 0.351388888888889,93,'Female',28,'Electronics',1,30,8.7,30),"
287,26-08-2022,11:07:00,88,Male,54,Clothing,4,25,10,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('287','44799', 0.463194444444444,88,'Male',54,'Clothing',4,25,10,100),"
966,07-11-2022,07:22:00,119,Male,60,Electronics,2,500,190,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('966','44872', 0.306944444444444,119,'Male',60,'Electronics',2,500,190,1000),"
1268,09-06-2022,09:33:00,15,Female,28,Electronics,1,30,14.1,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1268','44721', 0.397916666666667,15,'Female',28,'Electronics',1,30,14.1,30),"
1287,13-09-2022,08:03:00,120,Male,54,Clothing,4,25,7,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1287','44817', 0.335416666666667,120,'Male',54,'Clothing',4,25,7,100),"
1966,20-07-2022,09:52:00,74,Male,60,Electronics,2,500,200,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1966','44762', 0.411111111111111,74,'Male',60,'Electronics',2,500,200,1000),"
70,27-12-2022,10:48:00,147,Female,43,Clothing,1,300,84,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('70','44922', 0.45,147,'Female',43,'Clothing',1,300,84,300),"
371,18-12-2022,10:01:00,32,Female,20,Beauty,1,25,13,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('371','44913', 0.417361111111111,32,'Female',20,'Beauty',1,25,13,25),"
900,10-11-2022,08:41:00,130,Male,21,Clothing,2,30,15.6,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('900','44875', 0.361805555555556,130,'Male',21,'Clothing',2,30,15.6,60),"
1070,14-07-2022,11:12:00,102,Female,43,Clothing,1,300,120,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1070','44756', 0.466666666666667,102,'Female',43,'Clothing',1,300,120,300),"
1371,06-05-2022,06:52:00,41,Female,20,Beauty,1,25,13.5,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1371','44687', 0.286111111111111,41,'Female',20,'Beauty',1,25,13.5,25),"
1900,21-01-2022,06:43:00,65,Male,21,Clothing,2,30,10.8,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1900','44582', 0.279861111111111,65,'Male',21,'Clothing',2,30,10.8,60),"
8,27-12-2022,11:19:00,148,Male,30,Electronics,4,25,11,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('8','44922', 0.471527777777778,148,'Male',30,'Electronics',4,25,11,100),"
41,11-10-2022,10:36:00,88,Male,34,Clothing,2,25,13.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('41','44845', 0.441666666666667,88,'Male',34,'Clothing',2,25,13.25,50),"
454,12-03-2022,07:20:00,13,Female,46,Beauty,1,25,13,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('454','44632', 0.305555555555556,13,'Female',46,'Beauty',1,25,13,25),"
780,06-07-2022,11:30:00,107,Male,52,Electronics,2,25,13.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('780','44748', 0.479166666666667,107,'Male',52,'Electronics',2,25,13.25,50),"
920,20-08-2022,10:25:00,99,Female,28,Beauty,3,25,6.75,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('920','44793', 0.434027777777778,99,'Female',28,'Beauty',3,25,6.75,75),"
1008,10-01-2022,08:51:00,116,Male,30,Electronics,4,25,13,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1008','44571', 0.36875,116,'Male',30,'Electronics',4,25,13,100),"
1041,10-05-2022,07:27:00,74,Male,34,Clothing,2,25,11,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1041','44691', 0.310416666666667,74,'Male',34,'Clothing',2,25,11,50),"
1454,25-06-2022,11:18:00,22,Female,46,Beauty,1,25,6.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1454','44737', 0.470833333333333,22,'Female',46,'Beauty',1,25,6.75,25),"
1780,11-12-2022,10:00:00,32,Male,52,Electronics,2,25,10.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1780','44906', 0.416666666666667,32,'Male',52,'Electronics',2,25,10.5,50),"
1920,24-10-2022,08:33:00,23,Female,28,Beauty,3,25,9.25,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1920','44858', 0.35625,23,'Female',28,'Beauty',3,25,9.25,75),"
396,15-12-2022,07:11:00,29,Female,55,Beauty,1,30,10.8,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('396','44910', 0.299305555555556,29,'Female',55,'Beauty',1,30,10.8,30),"
1396,07-06-2022,06:23:00,9,Female,55,Beauty,1,30,8.4,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1396','44719', 0.265972222222222,9,'Female',55,'Beauty',1,30,8.4,30),"
168,29-04-2022,09:20:00,138,Male,53,Clothing,1,300,102,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('168','44680', 0.388888888888889,138,'Male',53,'Clothing',1,300,102,300),"
400,08-03-2022,09:52:00,2,Male,53,Clothing,4,50,24,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('400','44628', 0.411111111111111,2,'Male',53,'Clothing',4,50,24,200),"
611,21-07-2022,08:13:00,11,Male,51,Beauty,3,500,180,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('611','44763', 0.342361111111111,11,'Male',51,'Beauty',3,500,180,1500),"
800,19-09-2022,07:33:00,111,Male,32,Clothing,4,300,87,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('800','44823', 0.314583333333333,111,'Male',32,'Clothing',4,300,87,1200),"
1168,10-07-2022,07:56:00,68,Male,53,Clothing,1,300,150,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1168','44752', 0.330555555555556,68,'Male',53,'Clothing',1,300,150,300),"
1400,12-09-2022,11:54:00,115,Male,53,Clothing,4,50,20,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1400','44816', 0.495833333333333,115,'Male',53,'Clothing',4,50,20,200),"
1611,17-11-2022,07:30:00,125,Male,51,Beauty,3,500,180,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1611','44882', 0.3125,125,'Male',51,'Beauty',3,500,180,1500),"
1800,21-08-2022,10:53:00,1,Male,32,Clothing,4,300,111,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1800','44794', 0.453472222222222,1,'Male',32,'Clothing',4,300,111,1200),"
272,10-06-2022,11:57:00,112,Female,61,Electronics,2,50,27.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('272','44722', 0.497916666666667,112,'Female',61,'Electronics',2,50,27.5,100),"
473,25-09-2022,10:09:00,1,Male,64,Beauty,1,50,14.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('473','44829', 0.422916666666667,1,'Male',64,'Beauty',1,50,14.5,50),"
506,29-04-2022,07:13:00,9,Male,34,Beauty,3,500,200,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('506','44680', 0.300694444444444,9,'Male',34,'Beauty',3,500,200,1500),"
766,04-01-2022,08:02:00,128,Male,38,Electronics,3,300,165,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('766','44565', 0.334722222222222,128,'Male',38,'Electronics',3,300,165,900),"
1272,14-04-2022,11:59:00,66,Female,61,Electronics,2,50,17,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1272','44665', 0.499305555555556,66,'Female',61,'Electronics',2,50,17,100),"
1473,19-03-2022,09:06:00,30,Male,64,Beauty,1,50,13,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1473','44639', 0.379166666666667,30,'Male',64,'Beauty',1,50,13,50),"
1506,09-01-2022,07:31:00,52,Male,34,Beauty,3,500,245,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1506','44570', 0.313194444444444,52,'Male',34,'Beauty',3,500,245,1500),"
1766,22-11-2022,06:08:00,6,Male,38,Electronics,3,300,129,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1766','44887', 0.255555555555556,6,'Male',38,'Electronics',3,300,129,900),"
135,18-04-2022,07:22:00,104,Male,20,Clothing,2,25,13,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('135','44669', 0.306944444444444,104,'Male',20,'Clothing',2,25,13,50),"
1135,14-01-2022,08:16:00,124,Male,20,Clothing,2,25,12.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1135','44575', 0.344444444444444,124,'Male',20,'Clothing',2,25,12.5,50),"
2,24-06-2022,10:07:00,104,Female,26,Clothing,2,500,135,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('2','44736', 0.421527777777778,104,'Female',26,'Clothing',2,500,135,1000),"
158,21-01-2022,11:38:00,141,Female,44,Electronics,2,300,132,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('158','44582', 0.484722222222222,141,'Female',44,'Electronics',2,300,132,600),"
185,27-06-2022,09:48:00,57,Male,24,Clothing,1,25,7,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('185','44739', 0.408333333333333,57,'Male',24,'Clothing',1,25,7,25),"
433,29-07-2022,08:48:00,144,Male,29,Beauty,4,50,20,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('433','44771', 0.366666666666667,144,'Male',29,'Beauty',4,50,20,200),"
1002,02-03-2022,09:24:00,69,Female,26,Clothing,2,500,270,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1002','44622', 0.391666666666667,69,'Female',26,'Clothing',2,500,270,1000),"
1158,24-02-2022,09:29:00,77,Female,44,Electronics,2,300,138,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1158','44616', 0.395138888888889,77,'Female',44,'Electronics',2,300,138,600),"
1185,04-10-2022,10:28:00,153,Male,24,Clothing,1,25,10.25,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1185','44838', 0.436111111111111,153,'Male',24,'Clothing',1,25,10.25,25),"
1433,16-01-2022,11:41:00,113,Male,29,Beauty,4,50,15.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1433','44577', 0.486805555555556,113,'Male',29,'Beauty',4,50,15.5,200),"
152,16-06-2022,11:58:00,120,Male,43,Electronics,4,500,210,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('152','44728', 0.498611111111111,120,'Male',43,'Electronics',4,500,210,2000),"
753,06-07-2022,10:07:00,70,Female,32,Clothing,1,30,15.9,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('753','44748', 0.421527777777778,70,'Female',32,'Clothing',1,30,15.9,30),"
763,23-04-2022,09:43:00,58,Male,34,Clothing,2,25,11.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('763','44674', 0.404861111111111,58,'Male',34,'Clothing',2,25,11.5,50),"
